id, lon, lat, name, type
27308502, 16.9168807, 52.4639683,"Os. Sobieskiego", tram_stop
27308508, 16.9176843, 52.4637629,"Os. Sobieskiego", tram_stop
27308524, 16.9110329, 52.4065242,"Bałtyk", tram_stop
27308528, 16.8992947, 52.405238,"Matejki", tram_stop
27308533, 16.8758561, 52.398886,"Grochowska", tram_stop
27308540, 16.8950562, 52.3898261,"Głogowska/Hetmańska", tram_stop
29781398, 19.4626361, 51.7408797,"Piotrkowska - plac Niepodległości", tram_stop
119902337, 20.9777267, 52.2106964,"Bitwy Warszawskiej 1920 07", tram_stop
119902485, 20.9767924, 52.2114259,"Bitwy Warszawskiej 1920 04", tram_stop
119902492, 20.9819553, 52.2097724,"Banacha 04", tram_stop
119902550, 21.0108979, 52.22964,"Centrum 09", tram_stop
173374079, 16.9859749, 51.0960537,"Hutmen", tram_stop
175611929, 16.9542521, 52.4038635,"Baraniaka", tram_stop
179695061, 20.9544819, 52.1861011,"Krakowiaków 04", tram_stop
179870514, 20.9982394, 52.2189805,"NIK 02", tram_stop
179870588, 21.016097, 52.2228613,"Plac Konstytucji 06", tram_stop
179870595, 21.0121194, 52.2292339,"Centrum 08", tram_stop
179870610, 21.0064434, 52.2385716,"Królewska 05", tram_stop
179870641, 21.0028637, 52.2431257,"Plac Bankowy 08", tram_stop
179870732, 20.9803952, 52.2751308,"Marymont - Potok 03", tram_stop
181684319, 20.9437646, 52.1760546,"P+R Aleja Krakowska 01", tram_stop
190243924, 16.9521079, 52.3987187,"Kórnicka", tram_stop
190243926, 16.9508086, 52.3964487,"Rondo Rataje", tram_stop
196012275, 16.929405, 52.3827281,"Hetmańska/Wiadukt", tram_stop
198002373, 20.9434242, 52.246858,"Dalibora 02", tram_stop
198008609, 20.954951, 52.2307353,"Osiedle Wolska 04", tram_stop
198013354, 20.986665, 52.2396001,"Wola-Ratusz 03", tram_stop
198013363, 20.9943278, 52.242133,"Kino Femina 06", tram_stop
201658738, 20.9824651, 52.2102293,"Banacha 03", tram_stop
202690008, 20.9196242, 52.256861,"Wrocławska 06", tram_stop
205028354, 20.9819747, 52.2335822,"Muzeum Powstania Warszawskiego 05", tram_stop
205421615, 20.9740317, 52.2352034,"Zajezdnia Wola 03", tram_stop
206351310, 16.9027948, 52.3871439,"Kolejowa", tram_stop
213578413, 20.0591386, 50.0907938,"Darwina", tram_stop
213578422, 20.0607844, 50.0919015,"Jarzębiny", tram_stop
213578451, 20.0652148, 50.0949232,"Wzgórza Krzesławickie", tram_stop
213578731, 20.0650412, 50.0791355,"Kombinat", tram_stop
213585855, 20.0385224, 50.0853912,"Cienista", tram_stop
213585864, 20.0329435, 50.082406,"Teatr Ludowy", tram_stop
213585881, 20.0264899, 50.0790506,"Rondo Kocmyrzowskie im. Ks. Gorzelanego", tram_stop
213585922, 20.0046383, 50.0743017,"Stella-Sawickiego", tram_stop
213585931, 19.9994566, 50.0740353,"AWF", tram_stop
213592007, 19.9623745, 50.0588268,"Teatr Variété", tram_stop
213593804, 19.9762713, 50.0596288,"Ofiar Dąbia", tram_stop
213593828, 19.9673814, 50.0601765,"Francesco Nullo", tram_stop
213597071, 20.0053735, 50.067398,"Rondo 308. Dywizjonu", tram_stop
213597117, 19.9839405, 50.0630382,"Plaza", tram_stop
213602155, 20.0285576, 50.0723553,"Os. Kolorowe", tram_stop
213605085, 20.0462415, 50.0745314,"Struga", tram_stop
213643707, 20.0204914, 50.0845504,"DH Wanda", tram_stop
213644494, 20.0265409, 50.0802606,"Rondo Kocmyrzowskie im. Ks. Gorzelanego", tram_stop
213645106, 20.0214207, 50.0900802,"Rondo Hipokratesa", tram_stop
213645256, 20.0112533, 50.0943788,"Rondo Piastowskie", tram_stop
213646585, 20.013012, 50.0978326,"Piasta Kołodzieja", tram_stop
213646624, 20.0120407, 50.1019904,"Os. Piastów", tram_stop
213648409, 20.0043203, 50.0937476,"Os.Złotego Wieku", tram_stop
213648418, 19.9998288, 50.0945291,"Miśnieńska", tram_stop
213648443, 19.9963344, 50.0950303,"Mistrzejowice", tram_stop
244022957, 19.1688907, 50.2690212,"Dańdówka Cmentarz", tram_stop
247288722, 21.050813, 52.2379144,"Rondo Waszyngtona 06", tram_stop
247288727, 21.0721123, 52.2422319,"Kinowa 04", tram_stop
247288728, 21.0783914, 52.2435181,"Grenadierów 04", tram_stop
247288739, 21.0828955, 52.2445807,"Wiatraczna 07", tram_stop
247288740, 21.0789704, 52.2437783,"Grenadierów 03", tram_stop
247288741, 21.0707296, 52.2420885,"Kinowa 03", tram_stop
247288753, 21.063818, 52.2465501,"Gocławska 03", tram_stop
247288782, 21.0847888, 52.2445862,"Wiatraczna 11", tram_stop
247288788, 21.0912464, 52.2448191,"Czapelska 01", tram_stop
247441602, 21.0198548, 52.2315395,"Muzeum Narodowe 05", tram_stop
247441605, 20.9834101, 52.2188968,"Plac Narutowicza 08", tram_stop
247488486, 21.0040664, 52.2068447,"Kielecka 02", tram_stop
247488490, 21.0078339, 52.2083301,"Metro Pole Mokotowskie 03", tram_stop
247488491, 21.0076175, 52.2090465,"Metro Pole Mokotowskie 04", tram_stop
247488494, 21.0052334, 52.2166413,"GUS 04", tram_stop
247488497, 21.0046145, 52.223291,"Koszykowa 03", tram_stop
247488498, 21.0012523, 52.2287899,"Dworzec Centralny 10", tram_stop
247807117, 21.0018406, 52.1951054,"Wołoska 04", tram_stop
247807119, 21.0018427, 52.1961042,"Wołoska 03", tram_stop
248059657, 21.0007477, 52.244999,"Metro Ratusz Arsenał 04", tram_stop
248059659, 20.9977377, 52.2540695,"Muranowska 07", tram_stop
248059664, 20.9986279, 52.2557393,"KS Polonia 01", tram_stop
248059673, 21.0023088, 52.2587359,"Park Traugutta 04", tram_stop
248059682, 21.007576, 52.2601461,"Most Gdański 03", tram_stop
248059684, 21.0201225, 52.26347,"Rondo Starzyńskiego 04", tram_stop
248063291, 21.0133955, 52.2619276,"Wybrzeże Helskie 03", tram_stop
248063390, 21.0062012, 52.2867332,"Dyrekcja FSO 04", tram_stop
248063404, 21.0094181, 52.2820114,"Budzińskiej-Tylickiej 04", tram_stop
248063407, 21.0117415, 52.2782107,"Śliwice 04", tram_stop
248063429, 21.0200539, 52.2666452,"Golędzinów 02", tram_stop
248063440, 21.021005, 52.2632288,"Rondo Starzyńskiego 06", tram_stop
248063484, 21.0174284, 52.2699585,"PIMOT 04", tram_stop
248071067, 21.0437943, 52.2500479,"Kijowska 06", tram_stop
248071080, 21.0586865, 52.2469014,"Bliska 03", tram_stop
248463123, 21.0560521, 52.2389407,"Berezyńska 02", tram_stop
248463125, 21.0552983, 52.2389273,"Berezyńska 01", tram_stop
249327906, 21.0070611, 52.1888301,"Samochodowa 03", tram_stop
249327910, 21.0179981, 52.1891036,"Metro Wierzbno 04", tram_stop
249327912, 21.0239152, 52.1897676,"Królikarnia 05", tram_stop
249327914, 21.024511, 52.1901946,"Królikarnia 03", tram_stop
249327917, 21.0241549, 52.1970407,"Park Dreszera 06", tram_stop
249327923, 21.0229149, 52.2048791,"Dworkowa 05", tram_stop
249327936, 21.0213722, 52.2092183,"Rakowiecka 05", tram_stop
249329407, 21.0246956, 52.1865894,"Bukowińska 03", tram_stop
249329415, 21.0196364, 52.1729518,"Aleja Lotników 08", tram_stop
249329420, 21.0160088, 52.1680565,"Wyścigi 06", tram_stop
249329421, 21.0159859, 52.1681115,"Wyścigi 07", tram_stop
251280688, 20.9379257, 52.2472075,"Koło 07", tram_stop
251280696, 20.9379264, 52.2472451,"Koło 08", tram_stop
251281066, 20.9393373, 52.2467106,"Koło 02", tram_stop
251281067, 20.9422315, 52.2467817,"Dalibora 01", tram_stop
251281086, 20.9470468, 52.2470031,"Deotymy 01", tram_stop
251281087, 20.9480796, 52.2470758,"Deotymy 02", tram_stop
251281344, 20.9665748, 52.2336313,"Płocka 04", tram_stop
251281345, 20.96708, 52.2336833,"Płocka 03", tram_stop
251281433, 20.9839414, 52.2308684,"Rondo Daszyńskiego 05", tram_stop
251281577, 20.9788765, 52.2364837,"Okopowa 04", tram_stop
251281578, 20.9804844, 52.2360181,"Okopowa 07", tram_stop
251281579, 20.9814973, 52.2375442,"Okopowa 03", tram_stop
251912487, 21.0020665, 52.1859567,"Konstruktorska 03", tram_stop
251912488, 21.0021995, 52.1829722,"Domaniewska 04", tram_stop
251912498, 21.0014843, 52.1785854,"Rzymowskiego 03", tram_stop
251912501, 20.994242, 52.1799951,"Wynalazek 01", tram_stop
253175386, 20.9584857, 52.1905552,"Hynka 04", tram_stop
254508220, 20.9732386, 52.2718236,"Metro Marymont 03", tram_stop
255152600, 21.015048, 52.2467572,"Stare Miasto 01", tram_stop
255309071, 20.9813433, 52.2165825,"Wawelska 04", tram_stop
257655889, 19.9312467, 50.0886756,"Krowodrza Górka", tram_stop
257656078, 19.934162, 50.0837251,"Bratysławska", tram_stop
258774079, 16.8480355, 52.3881824,"Budziszyńska", tram_stop
259807287, 16.8621351, 52.3952936,"INEA Stadion", tram_stop
260818963, 20.9888913, 52.1819472,"Służewiec 02", tram_stop
261039196, 20.9792029, 52.2488253,"Niska 03", tram_stop
261063290, 20.9143759, 52.2353219,"Czumy 05", tram_stop
261063310, 20.9181257, 52.2208678,"Ciepłownia Wola 08", tram_stop
261063311, 20.9223669, 52.2218274,"Połczyńska-Parking P+R 03", tram_stop
261063326, 20.9417979, 52.2265747,"Reduta Wolska 06", tram_stop
261063330, 20.9453691, 52.2272292,"Cmentarz Prawosławny 02", tram_stop
261063371, 20.9311534, 52.2247066,"Cm. Wolski 04", tram_stop
261145250, 20.9249255, 52.2603586,"Nowe Bemowo 09", tram_stop
261178627, 20.9380068, 52.2750582,"Aleja Reymonta 08", tram_stop
261178732, 20.9203065, 52.2826888,"Popiela 03", tram_stop
261178854, 20.9288343, 52.2916072,"Metro Młociny 28", tram_stop
261179143, 20.944922, 52.2957098,"Przy Agorze 03", tram_stop
261179154, 20.9500225, 52.2903637,"UKSW 04", tram_stop
261179159, 20.952534, 52.2877868,"Szpital Bielański 04", tram_stop
261239280, 20.953358, 52.269367,"Duracza 03", tram_stop
261239342, 20.9714282, 52.2643657,"Sady Żoliborskie 03", tram_stop
261239348, 20.9723226, 52.2641506,"Sady Żoliborskie 04", tram_stop
261283224, 21.0369202, 52.2691869,"Rondo Żaba 03", tram_stop
265740396, 17.0297678, 51.1012094,"Arkady (Capitol)", tram_stop
265740436, 17.0217876, 51.1048748,"pl. Legionów", tram_stop
265740472, 17.0327537, 51.0975177,"Dworzec Autobusowy", tram_stop
265740475, 17.0117366, 51.1128531,"Młodych Techników", tram_stop
265740488, 17.0215408, 51.107481,"pl. Orląt Lwowskich", tram_stop
265740496, 17.0339016, 51.1000431,"Dworzec Główny (Stawowa)", tram_stop
265740499, 17.0269213, 51.1110439,"Rynek", tram_stop
265740617, 17.0287245, 51.1014227,"Arkady (Capitol)", tram_stop
267860990, 17.0483687, 51.0849689,"Kamienna", tram_stop
267861001, 17.0507473, 51.082936,"Bardzka", tram_stop
267861005, 17.0546757, 51.0830238,"Nyska", tram_stop
267861007, 17.0602488, 51.0837242,"Transbud", tram_stop
267861019, 17.0626494, 51.0798947,"Klimasa", tram_stop
267861024, 17.0637126, 51.0780974,"TARNOGAJ", tram_stop
267861025, 17.0639848, 51.0784707,"TARNOGAJ", tram_stop
267871815, 17.0289869, 51.10102,"Arkady (Capitol)", tram_stop
267871826, 17.0354426, 51.1000099,"Dworzec Główny", tram_stop
267871834, 17.0372661, 51.103753,"Wzgórze Partyzantów", tram_stop
267871849, 17.0386614, 51.108549,"Galeria Dominikańska", tram_stop
267871857, 17.0395294, 51.1127727,"Hala Targowa", tram_stop
267871870, 17.0420816, 51.1176259,"pl. Bema", tram_stop
267871889, 17.0523491, 51.1165934,"Ogród Botaniczny", tram_stop
267871909, 17.0605713, 51.111516,"pl. Grunwaldzki", tram_stop
267871928, 17.0717286, 51.1083574,"Mickiewicza", tram_stop
267871940, 17.084866, 51.1120252,"Kopernika", tram_stop
267871945, 17.0855083, 51.1124216,"Kopernika", tram_stop
267871948, 17.0914815, 51.1136491,"9 Maja", tram_stop
267871949, 17.0910215, 51.1135936,"9 Maja", tram_stop
267871953, 17.0971091, 51.1138514,"Godebskiego (AWF Wrocław)", tram_stop
267871955, 17.0979148, 51.1139078,"Godebskiego (AWF Wrocław)", tram_stop
267871962, 17.1035804, 51.1141251,"Sępolno", tram_stop
267889864, 17.0777217, 51.1055689,"Zoo", tram_stop
267889873, 17.0842465, 51.104363,"Tramwajowa", tram_stop
267889875, 17.0846554, 51.1044429,"Tramwajowa", tram_stop
267889883, 17.090634, 51.1038571,"Chełmońskiego", tram_stop
267889886, 17.0961991, 51.1031716,"Piramowicza", tram_stop
267889889, 17.1023403, 51.1021773,"Spółdzielcza", tram_stop
267889899, 17.1092036, 51.1012356,"Biskupin", tram_stop
267889942, 17.0734962, 51.1070595,"Hala Stulecia", tram_stop
267889996, 17.0404274, 51.1235111,"Słowiańska", tram_stop
267890149, 17.0284728, 51.1502841,"Poświętne", tram_stop
267890152, 17.0288666, 51.1502239,"Poświętne", tram_stop
267890175, 17.0299632, 51.1480583,"Wołowska", tram_stop
267898242, 17.0311676, 51.1441061,"Kępińska", tram_stop
267898243, 17.0322112, 51.1406848,"Kamieńskiego", tram_stop
267898258, 17.0363966, 51.1352253,"Broniewskiego", tram_stop
268997781, 17.0543286, 51.0830193,"Nyska", tram_stop
268998591, 18.5987953, 53.0095561,"Plac Rapackiego", tram_stop
268998636, 18.6025035, 53.0125153,"Wały gen. Sikorskiego", tram_stop
268999002, 18.5468291, 53.0153481,"Motoarena", tram_stop
269557592, 18.6151527, 54.3757843,"Miszewskiego", tram_stop
269557594, 18.6030332, 54.3798817,"Klonowa", tram_stop
269557596, 18.5987318, 54.3821912,"Galeria Bałtycka", tram_stop
269557600, 18.5908197, 54.387051,"Wojska Polskiego", tram_stop
269611339, 17.0613044, 51.1110759,"pl. Grunwaldzki", tram_stop
269615540, 17.0527021, 51.1219886,"Wyszyńskiego", tram_stop
270359423, 18.5659212, 54.4099191,"Oliwa", tram_stop
270359429, 18.5629806, 54.4083748,"Obrońców Westerplatte", tram_stop
270359435, 18.5671004, 54.4100121,"Oliwa", tram_stop
270431143, 18.563912, 54.4050693,"Derdowskiego", tram_stop
270431146, 18.5656803, 54.4027016,"Tetmajera", tram_stop
270448708, 18.5686061, 54.3988472,"Bażyńskiego", tram_stop
270448711, 18.5717146, 54.3957288,"Uniwersytet", tram_stop
270830401, 21.0527673, 52.256088,"Zajezdnia Praga 02", tram_stop
271406174, 18.5776677, 54.3911956,"Strzyża PKM", tram_stop
271406175, 18.5816527, 54.3883876,"Zajezdnia", tram_stop
271482013, 16.9857631, 51.0959659,"Hutmen", tram_stop
273161199, 18.5850928, 54.3869011,"Zamenhofa", tram_stop
276679066, 19.9477349, 50.0682455,"Dworzec Główny Tunel", tram_stop
282046885, 20.9928018, 52.2621385,"Generała Zajączka 03", tram_stop
282342685, 17.0251545, 51.0974947,"Hotel Wrocław", tram_stop
282343654, 17.0146072, 51.0886306,"Sztabowa", tram_stop
282343988, 17.007139, 51.0746215,"Krzyki", tram_stop
282343992, 17.0103332, 51.0838166,"Jastrzębia", tram_stop
282353039, 17.0114962, 51.086548,"Hallera", tram_stop
286630163, 21.0379079, 52.2519336,"Ząbkowska 04", tram_stop
286630455, 21.0596584, 52.2581052,"Kawęczyńska-Bazylika 03", tram_stop
287442350, 20.022581, 50.0154125,"Nowy Bieżanów", tram_stop
287586332, 20.0232538, 50.0157031,"Nowy Bieżanów", tram_stop
287586583, 19.9908199, 50.0178301,"Prokocim", tram_stop
288916414, 19.9614158, 50.0418356,"Powstańców Wielkopolskich", tram_stop
289685340, 19.9504081, 50.0136054,"Kurdwanów", tram_stop
289685344, 19.9568375, 50.0123437,"Witosa", tram_stop
291995212, 16.9318703, 52.3684834,"Starołęka", tram_stop
291995220, 16.9322656, 52.3684698,"Starołęka", tram_stop
301422254, 21.0847844, 52.2445357,"Wiatraczna 06", tram_stop
302858002, 17.0325914, 51.1072795,"Świdnicka", tram_stop
302858051, 17.0394555, 51.107699,"Galeria Dominikańska", tram_stop
302858079, 17.0567702, 51.1124099,"Reja", tram_stop
302858105, 17.0374293, 51.1042099,"Wzgórze Partyzantów", tram_stop
302858109, 17.03615, 51.1007913,"Dworzec Główny", tram_stop
302858110, 17.0252998, 51.0976708,"Hotel Wrocław", tram_stop
302864523, 17.021168, 51.0942023,"Wielka", tram_stop
302864524, 17.0175083, 51.0911053,"Rondo", tram_stop
302864525, 17.0123549, 51.0867146,"Hallera", tram_stop
302864526, 17.0105541, 51.0842509,"Jastrzębia", tram_stop
302864527, 17.008062, 51.0800564,"Orla", tram_stop
302864530, 17.0142297, 51.088265,"Sztabowa", tram_stop
302864531, 17.0170273, 51.0906507,"Rondo", tram_stop
302864533, 17.030533, 51.1037906,"Renoma", tram_stop
302864538, 17.032305, 51.1055248,"Opera", tram_stop
302864552, 17.0339479, 51.1086847,"Oławska", tram_stop
302864553, 17.035819, 51.1126712,"Uniwersytecka", tram_stop
302864569, 17.0339423, 51.1170296,"Dubois", tram_stop
302864597, 17.0352926, 51.1202923,"Paulińska", tram_stop
302864603, 17.0340899, 51.1243082,"Dworzec Nadodrze", tram_stop
302864607, 17.0319489, 51.1135156,"Uniwersytet", tram_stop
302876058, 17.0136665, 51.1024001,"Grabiszyńska", tram_stop
302876068, 17.0126905, 51.102185,"Grabiszyńska", tram_stop
302876076, 17.0079509, 51.1011392,"Pereca", tram_stop
302876084, 17.0004829, 51.0994506,"Stalowa", tram_stop
302876090, 16.9810524, 51.094753,"FAT", tram_stop
302876109, 16.977518, 51.0920457,"Fiołkowa", tram_stop
302876112, 16.9769381, 51.0906204,"Grabiszyńska (Cmentarz)", tram_stop
302876140, 16.9715624, 51.0842227,"Oporów", tram_stop
302890765, 17.002392, 51.11411,"Dolmed", tram_stop
302890774, 17.0011667, 51.1122986,"Śrubowa", tram_stop
302890793, 17.0002902, 51.1120067,"Śrubowa", tram_stop
302890844, 17.0025235, 51.1142585,"Dolmed", tram_stop
302890860, 17.0300582, 51.1043027,"Renoma", tram_stop
302895974, 17.0056991, 51.0882137,"Gajowicka", tram_stop
302895976, 17.0007254, 51.0895382,"Mielecka", tram_stop
302895981, 16.9933205, 51.0903391,"Ojca Beyzyma", tram_stop
302895983, 16.9925109, 51.0904366,"Ojca Beyzyma", tram_stop
302895986, 16.9868219, 51.0914014,"Aleja Pracy", tram_stop
302895988, 16.9852108, 51.0917386,"Aleja Pracy", tram_stop
302895992, 16.980434, 51.094029,"FAT", tram_stop
304069314, 17.0480077, 51.1052762,"pl. Wróblewskiego", tram_stop
304069351, 17.0354971, 51.0997163,"Dworzec Główny", tram_stop
304069392, 17.0372233, 51.0996302,"Dworzec Główny", tram_stop
304069402, 17.0429346, 51.0982828,"Pułaskiego", tram_stop
304069450, 17.0302128, 51.0931481,"Sanocka", tram_stop
304069456, 17.028713, 51.0898548,"Uniwersytet Ekonomiczny", tram_stop
304069480, 17.0253292, 51.0843557,"Wiśniowa", tram_stop
304069494, 17.0225712, 51.0814371,"Jaworowa", tram_stop
304069530, 17.018404, 51.0769596,"Weigla (Szpital)", tram_stop
304069543, 17.0159806, 51.0743328,"Pułtuska", tram_stop
304069588, 17.0134603, 51.0725252,"Park Południowy", tram_stop
304085682, 16.9941147, 51.1373913,"Osobowice", tram_stop
304085719, 17.0199194, 51.13368,"Serbska", tram_stop
304085726, 17.0114997, 51.134497,"Osobowicka (Cmentarz II)", tram_stop
304085730, 17.0058715, 51.1350843,"OSOBOWICKA (Cmentarz)", tram_stop
304085734, 17.0276556, 51.1330799,"most Osobowicki", tram_stop
304085739, 17.0276881, 51.1272656,"Kleczkowska", tram_stop
304085746, 17.0304244, 51.1223858,"pl. Staszica", tram_stop
304085780, 17.0317912, 51.1172015,"Pomorska", tram_stop
304085790, 17.0250778, 51.1175503,"mosty Mieszczańskie", tram_stop
305759188, 16.9946717, 51.0668098,"Sąsiedzka", tram_stop
305759290, 16.9872432, 51.0657731,"Klecina", tram_stop
305759337, 16.9945221, 51.0667829,"Sąsiedzka", tram_stop
305759349, 16.9991582, 51.0676355,"Braterska", tram_stop
305759376, 16.9868732, 51.0654495,"Klecina", tram_stop
305759387, 17.0032929, 51.0685111,"Przyjaźni", tram_stop
305759391, 17.0058095, 51.0715614,"Radio i Telewizja", tram_stop
307524469, 21.1190152, 52.2381776,"Gocławek 04", tram_stop
308945833, 20.9987748, 52.2324153,"Rondo ONZ 03", tram_stop
311408174, 17.0351558, 51.0995594,"Dworzec Główny", tram_stop
312059775, 20.9439438, 52.2712962,"Piaski 05", tram_stop
315946284, 17.0293662, 51.1016066,"Arkady (Capitol)", tram_stop
316268444, 16.8825591, 52.4170586,"Ogrody", tram_stop
316886473, 21.0110908, 52.2200682,"Plac Politechniki 02", tram_stop
317004952, 16.9323691, 52.4349014,"Połabska", tram_stop
318224654, 16.947341, 52.4100864,"Katedra", tram_stop
321429856, 19.9265974, 50.013235,"Borek Fałęcki", tram_stop
321429867, 19.9270187, 50.0130891,"Borek Fałęcki", tram_stop
321436933, 20.1041796, 50.0717669,"Koksochemia NŻ", tram_stop
321436944, 20.0917753, 50.0691995,"Brama nr 5 NŻ", tram_stop
321437076, 20.0590006, 50.0675023,"Suche Stawy", tram_stop
321437262, 20.0388346, 50.0725583,"Plac Centralny im. R. Reagana", tram_stop
321437391, 20.0354966, 50.0717103,"Plac Centralny im. R. Reagana", tram_stop
321458378, 19.9574814, 50.0742395,"Cmentarz Rakowicki", tram_stop
322885500, 17.0020229, 52.4098771,"Miłostowo", tram_stop
324110918, 17.0720043, 51.0851083,"Park Wschodni", tram_stop
324729686, 18.7348593, 50.3053865,"Maciejów Knurowska", tram_stop
324780136, 17.0546684, 51.1284182,"Mosty Warszawskie", tram_stop
324780161, 17.0745127, 51.1309084,"Kętrzyńska", tram_stop
324780165, 17.0799916, 51.1316372,"Kwidzyńska", tram_stop
324780181, 17.1022824, 51.1278067,"Kowale", tram_stop
324780188, 17.1021234, 51.1283905,"Kowale", tram_stop
324780250, 17.0650752, 51.1317403,"Kromera", tram_stop
324780416, 17.0302133, 51.1377202,"Bałtycka", tram_stop
324780443, 17.0221889, 51.112054,"pl. Jana Pawła II", tram_stop
324780452, 17.0225491, 51.1047802,"pl. Legionów", tram_stop
326002534, 17.0272299, 51.111909,"Rynek", tram_stop
326766140, 18.7989032, 50.2985849,"Zabrze Sienkiewicza", tram_stop
326766149, 18.8285365, 50.2966657,"Zaborze Pętla", tram_stop
327503823, 20.9795406, 52.2145338,"Och-Teatr 04", tram_stop
327534330, 20.9952215, 52.2262905,"Plac Starynkiewicza 03", tram_stop
331243652, 18.9182327, 50.348584,"Bytom Kościół św. Trójcy", tram_stop
332014762, 21.0629838, 52.2403624,"Park Skaryszewski 04", tram_stop
332014763, 21.0628711, 52.2404783,"Park Skaryszewski 03", tram_stop
332207521, 21.0957428, 52.2438681,"Wspólna Droga 03", tram_stop
332257215, 21.0158909, 52.2306993,"Krucza 05", tram_stop
333276123, 17.0269497, 51.1113096,"Rynek", tram_stop
333276126, 17.0266728, 51.1097822,"Rynek", tram_stop
333689347, 21.0182058, 52.2193143,"Plac Zbawiciela 04", tram_stop
333689349, 21.0212359, 52.2141219,"Plac Unii Lubelskiej 05", tram_stop
333689351, 21.0141226, 52.2258844,"Hoża 04", tram_stop
333689355, 21.008307, 52.2355024,"Metro Świętokrzyska 05", tram_stop
334196906, 20.9929545, 52.2416541,"Kino Femina 05", tram_stop
334196908, 20.9931978, 52.2423154,"Kino Femina 09", tram_stop
334196920, 20.9939175, 52.2415412,"Kino Femina 10", tram_stop
334198501, 20.9967208, 52.1794631,"Postępu 03", tram_stop
334495973, 21.0208017, 52.1762867,"Niedźwiedzia 03", tram_stop
334556518, 21.0003428, 52.2018796,"Kulskiego 03", tram_stop
334556523, 21.0002635, 52.2023396,"Kulskiego 04", tram_stop
334556665, 21.0344941, 52.2579121,"Inżynierska 03", tram_stop
334556780, 21.0392523, 52.2594388,"Konopacka 01", tram_stop
334556936, 21.0047953, 52.2227444,"Koszykowa 04", tram_stop
334557233, 21.0245857, 52.1860913,"Bukowińska 04", tram_stop
338509120, 20.9960361, 52.2386618,"Hala Mirowska 04", tram_stop
338509121, 20.9960794, 52.2384346,"Hala Mirowska 03", tram_stop
339133147, 21.0194699, 52.1726423,"Aleja Lotników 07", tram_stop
339474430, 20.9238907, 52.2813556,"Bogusławskiego 03", tram_stop
339866833, 17.0224779, 51.1122281,"pl. Jana Pawła II", tram_stop
339866864, 17.0310536, 51.122582,"pl. Staszica", tram_stop
341242198, 16.8810221, 52.381398,"Górczyn", tram_stop
341287993, 21.0034648, 52.2280537,"Dworzec Centralny 07", tram_stop
341304431, 21.0372688, 52.235149,"Most Poniatowskiego 03", tram_stop
341314408, 21.0508942, 52.2394026,"Rondo Waszyngtona 08", tram_stop
341341155, 21.0016216, 52.228105,"Dworzec Centralny 09", tram_stop
341341227, 20.9904699, 52.2252449,"Plac Zawiszy 05", tram_stop
341341229, 20.9898771, 52.225118,"Plac Zawiszy 08", tram_stop
342051444, 21.0055343, 52.2202098,"Nowowiejska 06", tram_stop
343572550, 21.0507043, 52.2379582,"Rondo Waszyngtona 07", tram_stop
347380617, 15.2451069, 52.7327812,"Plac Staromiejski", tram_stop
348007923, 20.9290779, 52.2234495,"Fort Wola 04", tram_stop
349251490, 20.9369767, 52.2255371,"Sowińskiego 01", tram_stop
349281650, 21.0827681, 52.2454061,"Wiatraczna 05", tram_stop
349281651, 21.0833231, 52.2453447,"Wiatraczna 04", tram_stop
349281655, 21.079274, 52.2456178,"Kickiego 01", tram_stop
349282870, 21.0699705, 52.2461646,"Praga Południe-Ratusz 03", tram_stop
349310496, 17.0333802, 51.1068565,"Świdnicka (Dom Europy)", tram_stop
349912074, 21.0848012, 52.2446316,"Wiatraczna 12", tram_stop
353104765, 16.9112167, 52.441362,"Piątkowska", tram_stop
353104769, 16.9107636, 52.4415995,"Piątkowska", tram_stop
369231508, 17.0360311, 51.0934625,"Joannitów", tram_stop
369231516, 17.0401338, 51.0917904,"Gajowa", tram_stop
369231521, 17.0447157, 51.0900511,"Prudnicka", tram_stop
369231525, 17.0451418, 51.0892021,"Prudnicka", tram_stop
369487497, 21.0020036, 52.2446215,"Metro Ratusz Arsenał 10", tram_stop
370679661, 17.0551938, 51.1101328,"most Grunwaldzki", tram_stop
370679681, 17.1038323, 51.11382,"Sępolno", tram_stop
370680447, 17.0144858, 51.0727238,"Park Południowy", tram_stop
373492374, 17.0495851, 51.1085891,"Urząd Wojewódzki", tram_stop
373493155, 16.9889388, 51.0907451,"GRABISZYNEK", tram_stop
382655578, 17.0544453, 51.1283998,"Mosty Warszawskie", tram_stop
385129166, 19.0244212, 50.2738126,"Koszutka Słoneczna Pętla", tram_stop
385553583, 17.0839561, 51.0772723,"Księże Małe", tram_stop
385553615, 17.0836424, 51.0775679,"Księże Małe", tram_stop
385963527, 17.0804524, 51.0799934,"Głubczycka", tram_stop
390008834, 17.0371095, 51.1343394,"ZAWALNA", tram_stop
390008914, 17.026188, 51.133136,"most Osobowicki", tram_stop
393992471, 17.0485392, 51.1267019,"Daszyńskiego", tram_stop
395614250, 20.9609429, 52.1933875,"Włochy-Ratusz 04", tram_stop
396218803, 21.0507009, 52.2529597,"Dworzec Wschodni (Kijowska) 02", tram_stop
408993451, 20.9692853, 52.202778,"Korotyńskiego 04", tram_stop
410385733, 20.9143097, 52.2356355,"Czumy 06", tram_stop
410399375, 20.9149587, 52.2314257,"Plac Kasztelański 04", tram_stop
410399441, 20.9154626, 52.2286453,"Hala Wola 06", tram_stop
